	ID	Label	Area	cm2	Circ	Slice	AR	Round	Solidity	Mean.Green	Mean.Blue	Mean.Red
756	ID_16	0039-2249	9762	1.5253125	0.7	1	1.1	1	1	60.3	21.1	158.9
757	ID_16	0040-2257	9876	1.543125	0.7	1	1.1	0.9	1	37.3	27.3	60.2
758	ID_16	0041-2422	9612	1.501875	0.7	1	1	1	1	64.7	22	164.3
759	ID_16	0042-2461	9631	1.50484375	0.7	1	1	1	1	33.5	23.4	57.9
760	ID_16	0043-2466	9522	1.4878125	0.7	1	1	1	1	35.3	24.7	58.2
761	ID_16	0044-2478	9910	1.5484375	0.7	1	1.1	0.9	1	36	25.8	60.8
762	ID_16	0045-2499	9975	1.55859375	0.8	1	1.1	0.9	1	33.7	24.6	53.9
763	ID_16	0046-2701	9939	1.55296875	0.8	1	1	1	1	67.7	22.6	167.3
764	ID_16	0047-2714	9882	1.5440625	0.6	1	1	1	0.9	67.5	24.7	162.7
765	ID_16	0048-2715	9560	1.49375	0.7	1	1	1	1	150.8	27.2	178.4
766	ID_16	0049-2727	9646	1.5071875	0.7	1	1	1	1	145.9	25.8	175
767	ID_16	0050-2735	10006	1.5634375	0.7	1	1	1	1	65.4	24.1	161.1
868	ID_17	0001-0523	169016	26.40875	0.4	1	2.7	0.4	0.9	107	48.7	151.7
869	ID_17	0002-0581	175820	27.471875	0.3	1	2.6	0.4	0.9	105.6	50.1	149.2
870	ID_17	0003-0558	161190	25.1859375	0.3	1	2	0.5	0.9	105.6	53.9	148.2
871	ID_17	0007-1413	152931	23.89546875	0.5	1	2.4	0.4	0.9	102.9	51.8	144.2
872	ID_17	0008-1408	158193	24.71765625	0.4	1	2.3	0.4	0.9	107.2	49.6	149
873	ID_17	0009-1473	166197	25.96828125	0.4	1	2.4	0.4	0.9	107.5	50.6	150
874	ID_17	0010-2228	165885	25.91953125	0.3	1	2.9	0.3	0.9	107.6	54.3	146.3
875	ID_17	0011-2296	147641	23.06890625	0.4	1	2.6	0.4	0.9	103.2	52.3	142.1
876	ID_17	0012-2315	157998	24.6871875	0.4	1	2.4	0.4	0.9	101.9	52.6	142.7
895	ID_18	0001-0935	13796	2.155625	0.8	1	1.2	0.8	1	28.6	19.2	48.1
896	ID_18	0002-0932	8494	1.3271875	0.8	1	1.3	0.8	1	29.4	20	48.4
897	ID_18	0003-0932	8798	1.3746875	0.8	1	1.2	0.8	1	33.1	22.4	53.4
898	ID_18	0004-0948	13743	2.14734375	0.7	1	1.3	0.8	1	27.7	18.9	46.8
899	ID_18	0005-1198	9495	1.48359375	0.7	1	1.2	0.8	1	27.5	18.1	46.2
900	ID_18	0006-1197	8129	1.27015625	0.8	1	1.3	0.8	1	27.6	17.7	45.9
901	ID_18	0007-1208	7744	1.21	0.8	1	1.5	0.7	1	29.5	19.9	48.8
902	ID_18	0008-1215	8916	1.393125	0.8	1	1.3	0.8	1	29.9	20.3	48.8
903	ID_18	0009-1525	11978	1.8715625	0.8	1	1.1	0.9	1	30.7	20.6	49.4
904	ID_18	0010-1522	10683	1.66921875	0.8	1	1.1	0.9	1	27.6	18	46.1
905	ID_18	0011-1548	9140	1.428125	0.8	1	1.4	0.7	1	30.4	20.4	49.9
906	ID_18	0012-1554	9389	1.46703125	0.7	1	1.6	0.6	1	29.2	18.9	47
907	ID_18	0013-1830	8679	1.35609375	0.8	1	1.7	0.6	1	30	20.4	48.7
908	ID_18	0014-1835	8809	1.37640625	0.8	1	1.1	0.9	1	23.2	15.8	34.9
909	ID_18	0015-1835	6155	0.96171875	0.8	1	1.4	0.7	1	32.4	21.5	51.5
910	ID_18	0016-1868	7823	1.22234375	0.9	1	1.2	0.8	1	29.2	19.4	46.6
943	ID_19	0001-0724	74064	11.5725	0.4	1	2	0.5	0.9	100.2	45	162.5
944	ID_19	0002-0716	67195	10.49921875	0.5	1	2	0.5	0.9	106.4	45	172
945	ID_19	0003-0750	73060	11.415625	0.5	1	2	0.5	0.9	101.2	42	165.9
946	ID_19	0005-1395	62991	9.84234375	0.5	1	2.1	0.5	0.9	106.1	42.4	172
947	ID_19	0006-1432	67796	10.593125	0.5	1	2	0.5	0.9	96.3	38	160.6
948	ID_19	0009-2054	75557	11.80578125	0.4	1	2	0.5	0.9	98.6	41.1	160.1
949	ID_19	0010-2067	71573	11.18328125	0.5	1	2	0.5	0.9	98.9	40.9	160
950	ID_19	0011-2091	65902	10.2971875	0.5	1	2.1	0.5	0.9	104.3	41	170
967	ID_20	0001-0875	9009	1.40765625	0.8	1	1.4	0.7	1	20	16.8	69.7
968	ID_20	0002-0927	9328	1.4575	0.7	1	1.4	0.7	1	19.4	16	69.5
969	ID_20	0003-0985	10918	1.7059375	0.5	1	1.3	0.8	0.9	53	23.5	154.4
970	ID_20	0004-0989	10251	1.60171875	0.6	1	1.4	0.7	0.9	39.9	27.5	144.9
971	ID_20	0005-1000	11099	1.73421875	0.6	1	1.2	0.8	0.9	53.8	21	157.8
972	ID_20	0006-1156	9139	1.42796875	0.8	1	1.4	0.7	1	69.5	22.6	31.5
973	ID_20	0007-1172	9435	1.47421875	0.8	1	1.3	0.7	1	18.1	15.2	64.1
974	ID_20	0008-1183	8676	1.355625	0.8	1	1.5	0.7	1	61	18.4	27.3
975	ID_20	0009-1193	9330	1.4578125	0.8	1	1.4	0.7	1	20	16.6	64.1
976	ID_20	0010-1217	10736	1.6775	0.6	1	1.2	0.9	0.9	36.2	23.3	139.5
977	ID_20	0011-1398	8939	1.39671875	0.8	1	1.4	0.7	1	20.2	16.5	68.7
978	ID_20	0012-1438	11164	1.744375	0.5	1	1.2	0.8	0.9	52.8	22.4	154.5
979	ID_20	0013-1437	10116	1.580625	0.6	1	1.4	0.7	0.9	54.3	19.6	156.2
980	ID_20	0014-1456	9920	1.55	0.7	1	1.3	0.8	1	18.3	13.8	65.5
981	ID_20	0015-1456	9327	1.45734375	0.7	1	1.3	0.7	0.9	35	22.5	139.7
982	ID_20	0016-1611	11713	1.83015625	0.5	1	1.2	0.9	0.9	54	22.9	155.1
983	ID_20	0017-1647	10947	1.71046875	0.6	1	1.2	0.8	0.9	38.9	26.7	138.5
984	ID_20	0018-1652	11731	1.83296875	0.5	1	1.2	0.8	0.9	126.2	21.2	164.8
985	ID_20	0019-1658	10054	1.5709375	0.8	1	1.4	0.7	1	47.5	80.2	26.4
986	ID_20	0020-1671	8715	1.36171875	0.9	1	1.4	0.7	1	57	84.5	25.1
987	ID_20	0021-1900	13184	2.06	0.5	1	1.2	0.9	0.9	38.5	26.4	137.3
988	ID_20	0022-1913	10698	1.6715625	0.6	1	1.2	0.8	0.9	51.4	21.2	152.8
989	ID_20	0023-1917	10126	1.5821875	0.9	1	1.3	0.8	1	19.4	17	61.9
990	ID_20	0024-1935	9056	1.415	0.8	1	1.4	0.7	1	70.6	22.8	34.6
991	ID_20	0025-1953	9175	1.43359375	0.8	1	1.4	0.7	1	51.6	79.5	26.8
1042	ID_21	0076-0477	338967	52.96359375	0.4	1	1.5	0.7	1	79.2	33.4	190.3
1043	ID_21	0077-0461	313341	48.95953125	0.3	1	1.5	0.7	0.9	74.3	29.3	184.3
1044	ID_21	0078-0464	261994	40.9365625	0.3	1	1.4	0.7	1	72.9	29.9	174
1045	ID_21	0079-1373	299559	46.80609375	0.3	1	1.3	0.7	0.9	75.2	31.9	177.3
1046	ID_21	0080-1402	312643	48.85046875	0.4	1	1.4	0.7	1	73.7	28.9	182.4
1047	ID_21	0081-1405	290831	45.44234375	0.5	1	1.5	0.7	0.9	72.1	27.8	179.3
1048	ID_21	0082-2302	279150	43.6171875	0.4	1	1.3	0.8	0.9	70.9	31.6	165.7
1049	ID_21	0083-2330	314349	49.11703125	0.3	1	1.4	0.7	0.9	73.8	29.8	178.3
1050	ID_21	0084-2405	251331	39.27046875	0.3	1	1.2	0.8	0.9	75.6	33.5	171.2
1069	ID_22	0001-0222	31259	4.88421875	0.7	1	1.5	0.7	0.9	72.6	95.8	41
1070	ID_22	0002-0227	26340	4.115625	0.6	1	1.7	0.6	0.9	135.4	62.1	154.9
1071	ID_22	0003-0290	33448	5.22625	0.7	1	1.4	0.7	1	67.6	92.8	40.1
1072	ID_22	0004-0560	796	0.124375	0.3	1	2.8	0.4	0.7	129.1	120.6	146.4
1073	ID_22	0005-0635	17675	2.76171875	0.7	1	1.1	0.9	0.9	131.5	59.8	140.6
1074	ID_22	0006-0588	264	0.04125	0.3	1	1.8	0.6	0.5	155.1	145.9	181.2
1075	ID_22	0007-0694	24925	3.89453125	0.5	1	1.6	0.6	0.9	145.3	138.6	162.3
1076	ID_22	0008-0602	338	0.0528125	0.4	1	1.9	0.5	0.7	142.3	133.9	162.9
1077	ID_22	0009-0676	2766	0.4321875	0.1	1	2	0.5	0.3	131.5	120.2	150
1078	ID_22	0010-0645	137	0.02140625	0.7	1	1.2	0.9	0.8	107.7	93.9	119.3
1079	ID_22	0011-0702	865	0.13515625	0.1	1	4.9	0.2	0.3	80.4	60.5	99.6
1080	ID_22	0012-0677	196	0.030625	0.3	1	2.2	0.5	0.5	115.5	104.2	126.1
1081	ID_22	0013-0690	199	0.03109375	0.3	1	4.2	0.2	0.6	155.6	143.2	177
1082	ID_22	0014-0731	115	0.01796875	0.3	1	4.6	0.2	0.6	103.1	100.7	111.8
1083	ID_22	0015-1014	29300	4.578125	0.8	1	1.4	0.7	1	63	45.8	135.7
1084	ID_22	0016-1076	27750	4.3359375	0.6	1	1.4	0.7	0.9	127.5	58	141.5
1085	ID_22	0017-1102	34379	5.37171875	0.8	1	1.3	0.8	1	64.3	50.2	121.5
1086	ID_22	0018-1511	26832	4.1925	0.7	1	1.4	0.7	0.9	72.8	107.6	37.1
1087	ID_22	0019-1578	28058	4.3840625	0.8	1	1.4	0.7	1	61.6	47.5	124.9
1088	ID_22	0020-1602	27594	4.3115625	0.7	1	1.3	0.8	1	141.8	135.1	154.2
1129	ID_23	0001-1274	120925	18.89453125	0.1	1	12.7	0.1	0.8	28	20.5	93.3
1130	ID_23	0002-1292	119368	18.65125	0.1	1	12.6	0.1	0.7	29.8	21.8	95.2
1131	ID_23	0003-1298	115035	17.97421875	0.1	1	13	0.1	0.8	29.2	21	94.7
1132	ID_23	0004-1324	119028	18.598125	0.2	1	13.4	0.1	0.7	26.7	19.6	94.2
1133	ID_23	0005-1312	114697	17.92140625	0.1	1	13.1	0.1	0.7	26.1	19	91.7
1134	ID_23	0006-1343	117653	18.38328125	0.2	1	13.4	0.1	0.8	27.1	20	93.5
1147	ID_24	0001-0089	964	0.150625	0.7	1	1.2	0.9	0.9	78.9	64.4	154.9
1148	ID_24	0002-0105	1577	0.24640625	0.7	1	1	1	0.9	140	43.7	160.2
1149	ID_24	0003-0103	1346	0.2103125	0.7	1	1.2	0.8	0.9	73.5	57.3	149.6
1150	ID_24	0004-0136	1716	0.268125	0.6	1	1.2	0.8	0.9	75.4	60.7	152.4
1151	ID_24	0005-0144	1485	0.23203125	0.8	1	1.1	0.9	0.9	89.6	38.6	39.3
1152	ID_24	0006-0221	1317	0.20578125	0.7	1	1.2	0.8	0.9	88.8	37.9	154.5
1153	ID_24	0007-0255	1455	0.22734375	0.8	1	1.1	0.9	0.9	82	32.7	158.8
1154	ID_24	0008-0345	1248	0.195	0.7	1	1.1	1	0.9	38.8	34.8	67.7
1155	ID_24	0009-0360	1728	0.27	0.8	1	1.2	0.9	0.9	38.4	35.2	67.6
1156	ID_24	0010-0376	1677	0.26203125	0.7	1	1.3	0.8	0.9	74.2	58.7	150.9
1157	ID_24	0011-0451	2098	0.3278125	0.6	1	1.2	0.9	0.9	140.5	43.4	160.8
1158	ID_24	0012-0474	4667	0.72921875	0.6	1	1.2	0.8	0.9	81.6	29.1	167.4
1159	ID_24	0013-0529	1126	0.1759375	0.8	1	1	1	0.9	81.6	33.8	39
1160	ID_24	0014-0541	783	0.12234375	0.7	1	1.1	0.9	0.9	86.9	69.7	146.2
1161	ID_24	0015-0578	810	0.1265625	0.8	1	1.4	0.7	0.9	96.3	39.1	43.9
1162	ID_24	0016-0612	937	0.14640625	0.8	1	1.2	0.8	0.9	134.8	47.8	153.8
1163	ID_24	0017-0677	1305	0.20390625	0.7	1	1.5	0.7	0.9	143.1	55.6	160.6
1164	ID_24	0018-0750	1504	0.235	0.5	1	1.4	0.7	0.9	40.5	35.7	65.5
1165	ID_24	0019-0749	2180	0.340625	0.5	1	1.1	0.9	0.9	88.6	35.3	161
1166	ID_24	0020-0765	2595	0.40546875	0.5	1	1.2	0.8	0.9	79.4	28.8	158.5
1167	ID_24	0021-0828	574	0.0896875	0.9	1	1.2	0.8	0.9	106.2	43.5	52.7
1168	ID_24	0022-0873	2417	0.37765625	0.5	1	1.3	0.8	0.9	87.1	34	164.3
1169	ID_24	0023-0874	809	0.12640625	0.6	1	1.1	0.9	0.9	103	51.3	65
1170	ID_24	0024-0885	1393	0.21765625	0.7	1	1.3	0.8	0.9	92.6	39	41.3
1171	ID_24	0025-0915	1919	0.29984375	0.7	1	1.4	0.7	0.9	84.8	33	158.3
1172	ID_24	0026-0965	1749	0.27328125	0.8	1	1.1	0.9	0.9	38.3	34.8	63.9
1173	ID_24	0027-1024	2812	0.439375	0.7	1	1.1	0.9	0.9	41.4	38.3	64
1174	ID_24	0028-1047	2540	0.396875	0.7	1	1.4	0.7	0.9	37.8	34.1	64.8
1175	ID_24	0029-1040	972	0.151875	0.6	1	1.2	0.8	0.9	77.1	59	144.2
1176	ID_24	0030-1064	1108	0.173125	0.8	1	1.2	0.8	0.9	78.3	61.8	151.6
1177	ID_24	0031-1183	1345	0.21015625	0.7	1	1.3	0.8	0.9	86.3	38.7	153.7
1178	ID_24	0032-1214	1751	0.27359375	0.6	1	1.4	0.7	0.9	139.5	43.6	159.2
1179	ID_24	0033-1220	1549	0.24203125	0.8	1	1.1	0.9	0.9	38.6	35.8	63.4
1180	ID_24	0034-1243	2703	0.42234375	0.5	1	1.1	0.9	0.9	141.9	44.4	161.6
1181	ID_24	0035-1245	2430	0.3796875	0.6	1	1.1	0.9	0.9	38.5	37	65.8
1182	ID_24	0036-1371	1519	0.23734375	0.8	1	1.2	0.8	0.9	41.2	36.6	66.4
1183	ID_24	0037-1387	1947	0.30421875	0.6	1	1.4	0.7	0.9	43.8	38.1	73.1
1184	ID_24	0038-1403	922	0.1440625	0.8	1	1.2	0.8	0.9	42.6	37.2	70.3
1185	ID_24	0039-1408	1291	0.20171875	0.6	1	1.5	0.7	0.9	78.3	61.1	148.5
1186	ID_24	0040-1411	653	0.10203125	0.9	1	1.1	0.9	0.9	106.7	43.8	53.6
1267	ID_25	0001-0132	26039	4.06859375	0.3	1	1.5	0.6	0.9	79.6	59.7	124.5
1268	ID_25	0002-0134	24607	3.84484375	0.3	1	1.9	0.5	0.9	83.4	63.6	117.1
1269	ID_25	0003-0132	23451	3.66421875	0.3	1	2	0.5	0.9	84.5	64.8	124
1270	ID_25	0004-0135	25048	3.91375	0.3	1	2	0.5	0.9	81.8	62.5	120
1271	ID_25	0005-0436	23049	3.60140625	0.3	1	1.7	0.6	0.9	86	65.5	118.9
1272	ID_25	0006-0484	23404	3.656875	0.2	1	1.8	0.6	0.9	86.4	66.3	118.1
1273	ID_25	0007-0497	23037	3.59953125	0.4	1	1.9	0.5	0.9	80.5	60.5	120.7
1274	ID_25	0008-0508	24029	3.75453125	0.3	1	1.8	0.6	0.9	84.3	63.8	116
1275	ID_25	0009-0830	22944	3.585	0.3	1	1.7	0.6	0.9	86.6	66.6	126.8
1276	ID_25	0010-0903	23147	3.61671875	0.3	1	1.9	0.5	0.9	86	65.1	113.7
1277	ID_25	0011-0904	22979	3.59046875	0.4	1	2	0.5	0.9	84.6	65.1	119.3
1278	ID_25	0012-0950	24566	3.8384375	0.4	1	1.7	0.6	0.9	82.2	62.4	117.8
1279	ID_25	0013-1349	24295	3.79609375	0.4	1	1.8	0.6	0.9	83.3	62.6	113.1
1280	ID_25	0014-1388	22502	3.5159375	0.4	1	1.9	0.5	0.9	85.7	65.9	116.1
1281	ID_25	0015-1432	23833	3.72390625	0.3	1	1.9	0.5	0.9	84.3	63	113.7
1282	ID_25	0016-1432	24609	3.84515625	0.4	1	1.9	0.5	0.9	83.8	63	116.9
1315	ID_26	0001-0194	9020	1.409375	0.6	1	1.2	0.8	0.9	130.2	131	112.9
1316	ID_26	0002-0201	8710	1.3609375	0.5	1	1.2	0.9	0.9	122.6	122	109.2
1317	ID_26	0003-0213	11980	1.871875	0.6	1	1.1	0.9	0.9	128.8	79.1	106.6
1318	ID_26	0004-0254	7887	1.23234375	0.8	1	1.1	0.9	1	94.3	110.6	110.3
1319	ID_26	0005-0279	8277	1.29328125	0.7	1	1.1	0.9	0.9	121.2	122.1	107.4
1320	ID_26	0006-0412	9102	1.4221875	0.6	1	1.2	0.9	0.9	125.3	126.1	109.3
1321	ID_26	0007-0424	8813	1.37703125	0.7	1	1.2	0.8	0.9	100.3	107.9	151.6
1322	ID_26	0008-0436	7401	1.15640625	0.8	1	1.2	0.9	1	92.6	107.7	108.3
1323	ID_26	0009-0441	8652	1.351875	0.7	1	1	1	0.9	127.9	77.2	104.9
1324	ID_26	0010-0478	9307	1.45421875	0.7	1	1.2	0.9	0.9	129.5	78.9	107.2
1325	ID_26	0011-0576	8845	1.38203125	0.6	1	1.1	0.9	0.9	101.6	107.5	150.5
1326	ID_26	0012-0581	8179	1.27796875	0.7	1	1	1	0.9	145	78.7	164.7
1327	ID_26	0013-0615	7722	1.2065625	0.6	1	1.1	1	0.9	143	75.3	162.4
1328	ID_26	0014-0647	7424	1.16	0.7	1	1.1	0.9	0.9	104.8	113.1	156.6
1329	ID_26	0015-0678	9472	1.48	0.7	1	1.1	0.9	0.9	125.6	72.9	101.2
1330	ID_26	0016-0768	9620	1.503125	0.6	1	1.1	0.9	0.9	124.5	75	103.3
1331	ID_26	0017-0783	9065	1.41640625	0.6	1	1.2	0.8	0.9	132.3	131.4	113.5
1332	ID_26	0018-0800	8607	1.34484375	0.6	1	1.2	0.9	0.9	142.3	80.4	160.4
1333	ID_26	0019-0849	9055	1.41484375	0.7	1	1.1	0.9	0.9	143.4	77.5	161.7
1334	ID_26	0020-0869	7579	1.18421875	0.6	1	1.1	0.9	0.9	132.1	132.2	112.4
1335	ID_26	0021-1012	8873	1.38640625	0.8	1	1.1	0.9	1	90.9	105.2	105.2
1336	ID_26	0022-1030	8521	1.33140625	0.6	1	1.1	0.9	0.9	119.9	118.9	107.1
1337	ID_26	0023-1034	8892	1.389375	0.6	1	1.1	0.9	0.9	91.7	105.8	106.2
1338	ID_26	0024-1083	11546	1.8040625	0.5	1	1.1	0.9	0.9	128.9	77.8	105.4
1339	ID_26	0025-1084	7414	1.1584375	0.8	1	1.1	0.9	1	91.4	109.5	105.8
1390	ID_27	0001-1234	359959	56.24359375	0.2	1	2.1	0.5	0.9	126.5	86	129.8
1391	ID_27	0002-1253	343306	53.6415625	0.2	1	2	0.5	0.9	121.9	85.7	126.6
1392	ID_27	0003-1385	300319	46.92484375	0.2	1	1.8	0.6	0.9	114	82.3	120.3
1399	ID_28	0001-0393	54421	8.50328125	0.3	1	3	0.3	0.9	127.9	18.5	159.6
1400	ID_28	0002-0417	51844	8.100625	0.3	1	3	0.3	0.9	82.8	35.3	31.8
1401	ID_28	0003-0459	53057	8.29015625	0.4	1	3	0.3	0.9	24	15.4	124.7
1402	ID_28	0004-0490	52971	8.27671875	0.4	1	2.8	0.4	0.9	46.8	12	153.1
1403	ID_28	0005-1072	53476	8.355625	0.4	1	3.1	0.3	0.9	127.4	16.8	158.9
1404	ID_28	0006-1114	52367	8.18234375	0.3	1	3	0.3	0.9	87.4	37	34
1405	ID_28	0007-1115	54277	8.48078125	0.3	1	3	0.3	0.9	127	19.2	156.9
1406	ID_28	0008-1130	55930	8.7390625	0.4	1	2.9	0.3	0.9	23.4	14.5	123.6
1407	ID_28	0009-1658	55234	8.6303125	0.4	1	2.9	0.3	0.9	21.9	13.6	123.4
1408	ID_28	0010-1727	55277	8.63703125	0.4	1	2.9	0.3	0.9	125.8	19	154.9
1409	ID_28	0011-1735	53013	8.28328125	0.3	1	3.1	0.3	0.9	125.2	17.8	155.3
1410	ID_28	0012-1749	59130	9.2390625	0.4	1	2.9	0.3	0.9	87.8	38.1	35.8
1411	ID_28	0013-2304	54849	8.57015625	0.4	1	3	0.3	0.9	23.2	14.7	122.3
1412	ID_28	0014-2352	52649	8.22640625	0.4	1	3	0.3	0.9	83.9	36.3	33.7
1413	ID_28	0015-2362	52240	8.1625	0.4	1	3.1	0.3	0.9	26	17	121.1
1414	ID_28	0016-2352	52198	8.1559375	0.4	1	2.9	0.3	0.9	123.7	18.2	153.7
1447	ID_29	0001-0086	9607	1.50109375	0.7	1	1.1	0.9	0.9	149.2	58.7	180.3
1448	ID_29	0002-0092	10742	1.6784375	0.8	1	1.1	0.9	1	106.8	40.7	70.1
1449	ID_29	0003-0101	10273	1.60515625	0.7	1	1.1	0.9	0.9	61.7	54.9	102.5
1450	ID_29	0004-0124	10603	1.65671875	0.5	1	1	1	0.9	90.5	51.7	173.1
1451	ID_29	0005-0122	10146	1.5853125	0.7	1	1	1	0.9	57.5	52.2	76.5
1452	ID_29	0006-0140	9897	1.54640625	0.7	1	1.1	0.9	0.9	57.3	51.2	75.5
1453	ID_29	0007-0327	9619	1.50296875	0.8	1	1	1	0.9	56.6	51.4	74.9
1454	ID_29	0008-0346	9194	1.4365625	0.7	1	1.1	0.9	0.9	160.1	59.5	185.7
1455	ID_29	0009-0367	8853	1.38328125	0.8	1	1.2	0.9	0.9	59.4	54.3	76.9
1456	ID_29	0010-0386	9311	1.45484375	0.8	1	1.1	0.9	1	158.2	52.1	184.7
1457	ID_29	0011-0403	10084	1.575625	0.7	1	1.1	0.9	0.9	62	53.9	105
1458	ID_29	0012-0417	10425	1.62890625	0.8	1	1.1	0.9	0.9	54.9	50.1	73.8
1459	ID_29	0013-0580	10200	1.59375	0.8	1	1	1	1	115.9	56.2	89.4
1460	ID_29	0014-0606	10218	1.5965625	0.8	1	1.1	0.9	1	114	50.4	83.6
1461	ID_29	0015-0618	10044	1.569375	0.7	1	1.1	0.9	0.9	91	48.3	175.5
1462	ID_29	0016-0627	9172	1.433125	0.8	1	1.1	0.9	1	162.5	54.7	188.9
1463	ID_29	0017-0645	10271	1.60484375	0.7	1	1	1	0.9	86.3	42.3	170.8
1464	ID_29	0018-0657	10284	1.606875	0.7	1	1.1	0.9	0.9	92.2	52.1	171.4
1465	ID_29	0019-0802	9458	1.4778125	0.8	1	1	1	1	55.8	49.7	98.6
1466	ID_29	0020-0847	10045	1.56953125	0.9	1	1.1	0.9	1	49.1	43.7	66.6
1467	ID_29	0021-0852	9781	1.52828125	0.8	1	1.1	0.9	1	56.8	48.8	99.9
1468	ID_29	0022-0856	10558	1.6496875	0.8	1	1	1	1	115.9	47.8	83
1469	ID_29	0023-0857	9626	1.5040625	0.8	1	1.1	0.9	1	49.1	41.3	95.4
1470	ID_29	0024-0858	9130	1.4265625	0.8	1	1.1	0.9	1	163.3	46.9	188.3
1471	ID_29	0025-1041	9687	1.51359375	0.7	1	1	1	0.9	92.5	48.6	176.3
1472	ID_29	0026-1062	9098	1.4215625	0.8	1	1.1	0.9	1	163.4	48.8	187.1
1473	ID_29	0027-1084	9920	1.55	0.8	1	1	1	1	50.3	42.6	94.5
1474	ID_29	0028-1099	10699	1.67171875	0.7	1	1.2	0.9	0.9	107.5	56.1	85.7
1475	ID_29	0029-1100	9053	1.41453125	0.8	1	1	1	0.9	163	49	186.8
1476	ID_29	0030-1103	9931	1.55171875	0.8	1	1.1	0.9	1	55	48.6	72.3
1537	ID_30	0001-0548	56795	8.87421875	0.2	1	1.6	0.6	0.9	97.2	68.9	109.6
1538	ID_30	0002-0572	62215	9.72109375	0.3	1	1.6	0.6	0.9	85	63	111
1539	ID_30	0003-0592	54912	8.58	0.3	1	1.8	0.6	0.9	88.3	63.7	101.1
1540	ID_30	0004-0599	57941	9.05328125	0.3	1	1.6	0.6	0.9	92.3	63.8	109.7
1541	ID_30	0005-1009	59462	9.2909375	0.3	1	1.6	0.6	0.9	91.7	63.1	107.3
1542	ID_30	0006-1047	58318	9.1121875	0.3	1	1.6	0.6	0.9	95	65.5	111
1543	ID_30	0007-1087	58253	9.10203125	0.3	1	1.6	0.6	0.9	94.2	63.9	106.4
1544	ID_30	0008-1112	59814	9.3459375	0.5	1	1.8	0.6	1	86	58.5	102.9
1545	ID_30	0009-1473	57962	9.0565625	0.3	1	1.7	0.6	0.9	95.8	66.4	111.8
1546	ID_30	0010-1554	58678	9.1684375	0.4	1	1.4	0.7	0.9	90.2	60.8	107
1547	ID_30	0011-1585	58435	9.13046875	0.4	1	1.5	0.6	0.9	91.9	61.3	106.6
1548	ID_30	0012-1603	55150	8.6171875	0.4	1	1.9	0.5	0.9	90.3	63.3	106.8
1549	ID_30	0013-2098	56468	8.823125	0.3	1	1.8	0.5	0.9	91.3	60.3	108.9
1550	ID_30	0014-2147	52640	8.225	0.4	1	2.1	0.5	0.9	96.7	63.8	112.1
1551	ID_30	0015-2185	54197	8.46828125	0.5	1	1.7	0.6	0.9	90.1	60.7	105.5
1552	ID_30	0016-2214	62773	9.80828125	0.4	1	1.7	0.6	0.9	92	63.2	105.8
1585	ID_31	0001-0163	15559	2.43109375	0.5	1	1.2	0.8	1	20.5	13.7	84.8
1586	ID_31	0002-0183	11922	1.8628125	0.6	1	1.2	0.8	0.9	156.7	16.2	179.7
1587	ID_31	0003-0241	17303	2.70359375	0.6	1	1.4	0.7	1	110.4	38.5	46.6
1588	ID_31	0004-0257	13260	2.071875	0.7	1	1.2	0.8	1	20.9	15.3	32.6
1589	ID_31	0005-0251	11825	1.84765625	0.7	1	1	1	1	109	40.8	52.3
1590	ID_31	0006-0514	11850	1.8515625	0.7	1	1.3	0.8	1	21.2	15.4	90.7
1591	ID_31	0007-0521	11442	1.7878125	0.6	1	1.2	0.8	1	149.1	15.4	171.2
1592	ID_31	0008-0564	15647	2.44484375	0.6	1	1.5	0.7	1	49.4	12.2	160.3
1593	ID_31	0009-0579	14062	2.1971875	0.7	1	1.3	0.8	1	45.3	8.9	159.8
1594	ID_31	0010-0576	11748	1.835625	0.7	1	1.2	0.8	1	154.2	17.4	177.2
1595	ID_31	0011-0850	19235	3.00546875	0.6	1	1.5	0.7	1	49.5	92.4	26.1
1596	ID_31	0012-0868	14715	2.29921875	0.7	1	1.2	0.8	1	23.3	17.9	38
1597	ID_31	0013-0878	12812	2.001875	0.6	1	1.1	0.9	1	23.3	17.7	35.8
1598	ID_31	0014-0877	12249	1.91390625	0.6	1	1.1	0.9	1	50.3	93.8	25.9
1599	ID_31	0015-0957	10843	1.69421875	0.8	1	1	1	1	49.9	12.6	165.6
1600	ID_31	0016-1141	15036	2.349375	0.6	1	1.3	0.8	1	159.3	15.7	180.9
1601	ID_31	0017-1177	13886	2.1696875	0.6	1	1.1	0.9	1	43.6	10.2	151.3
1602	ID_31	0018-1212	13759	2.14984375	0.6	1	1.3	0.8	1	45	10.5	153.5
1603	ID_31	0019-1275	12638	1.9746875	0.7	1	1.3	0.8	1	54.3	102.8	21
1604	ID_31	0020-1272	13127	2.05109375	0.7	1	1	1	1	162.7	15.6	184.8
1605	ID_31	0021-1459	16728	2.61375	0.5	1	1.5	0.7	1	111	41.4	51.7
1606	ID_31	0022-1477	13621	2.12828125	0.5	1	1.2	0.9	1	107.8	40	51.5
1607	ID_31	0023-1501	14777	2.30890625	0.6	1	1	1	1	107.7	40.9	49.9
1608	ID_31	0024-1585	14867	2.32296875	0.7	1	1.2	0.8	1	162.6	16.3	185.5
1609	ID_31	0025-1748	13484	2.106875	0.7	1	1.2	0.8	1	22.9	17.2	85.4
