	ID	Label	Area	cm2	Circ	Slice	AR	Round	Solidity	Mean.Green	Mean.Blue	Mean.Red
1660	ID_32	0001-0280	124174	19.4021875	0.4	1	1.7	0.6	0.8	70.5	103.7	95.1
1661	ID_32	0002-0330	143351	22.39859375	0.4	1	1.6	0.6	0.9	69.3	104.3	91.9
1662	ID_32	0003-0320	97039	15.16234375	0.4	1	1.4	0.7	0.8	77.2	91.9	101.4
1663	ID_32	0004-0282	282	0.0440625	0.7	1	1.6	0.6	0.8	79.4	69.2	98.9
1664	ID_32	0005-0370	142	0.0221875	0.6	1	1.6	0.6	0.8	90	73.4	109.2
1665	ID_32	0006-0454	103	0.01609375	0.8	1	1.6	0.6	0.9	82.7	69.8	105.9
1666	ID_32	0007-0485	109	0.01703125	0.8	1	1.9	0.5	0.9	82.4	68.7	105.7
1667	ID_32	0008-0572	109	0.01703125	0.5	1	2.3	0.4	0.7	89.8	76.2	111.8
1668	ID_32	0009-0577	153	0.02390625	0.4	1	2.9	0.3	0.7	91.8	78.2	113.6
1669	ID_32	0010-1056	146884	22.950625	0.4	1	1.8	0.5	0.8	67.1	103.3	88.3
1670	ID_32	0011-1057	148775	23.24609375	0.4	1	1.8	0.6	0.8	71.5	109.5	92.1
1671	ID_32	0012-1080	129581	20.24703125	0.3	1	2	0.5	0.8	74.9	105.7	95.5
1672	ID_32	0013-1792	144913	22.64265625	0.4	1	1.8	0.6	0.8	80.8	117.3	103.2
1673	ID_32	0014-1882	128341	20.05328125	0.3	1	1.9	0.5	0.8	67.7	100.8	88.3
1674	ID_32	0015-1917	131994	20.6240625	0.3	1	1.5	0.7	0.8	70.4	95.6	89.7
1675	ID_32	0016-1719	101	0.01578125	0.8	1	1.5	0.7	0.9	117.5	106.9	136.1
1676	ID_32	0017-1735	132	0.020625	0.9	1	1.4	0.7	0.9	122.2	111.9	140.8
1677	ID_32	0018-1770	116	0.018125	0.5	1	2.1	0.5	0.7	119.4	95.5	133.2
1714	ID_33	0001-0635	19285	3.01328125	0.8	1	1	1	1	23.5	19.2	33.9
1715	ID_33	0002-0642	18536	2.89625	0.9	1	1	1	1	23.4	18.7	33.7
1716	ID_33	0003-0679	19281	3.01265625	0.9	1	1	1	1	23.4	18.7	33
1717	ID_33	0004-0682	18344	2.86625	0.9	1	1	1	1	25	20.6	35.5
1718	ID_33	0005-0961	20276	3.168125	0.9	1	1	1	1	25.3	20.6	34.8
1719	ID_33	0006-0980	19007	2.96984375	0.8	1	1	1	1	23.7	19	33.1
1720	ID_33	0007-0987	19884	3.106875	0.9	1	1	1	1	25	20.5	34.9
1721	ID_33	0008-0995	19444	3.038125	0.9	1	1	1	1	22.4	17.9	31.5
1722	ID_33	0009-1339	19380	3.028125	0.9	1	1	1	1	21.6	16.9	30.3
1723	ID_33	0010-1345	18245	2.85078125	0.8	1	1	1	1	24.6	19.6	34.1
1724	ID_33	0011-1350	19141	2.99078125	0.9	1	1	1	1	23.6	18.6	32.6
1725	ID_33	0012-1384	19181	2.99703125	0.9	1	1	1	1	22.2	17.4	31.3
1726	ID_33	0013-1728	19111	2.98609375	0.8	1	1	1	1	25.2	20.2	34.2
1727	ID_33	0014-1756	19632	3.0675	0.9	1	1	1	1	24.5	19.6	34
1728	ID_33	0015-1764	18946	2.9603125	0.8	1	1	1	1	24.8	19.9	34
1729	ID_33	0016-1769	19390	3.0296875	0.9	1	1	1	1	24.5	19.6	34
1762	ID_34	0001-0420	101	0.01578125	0.8	1	1.5	0.7	0.9	75.9	75.9	63
1763	ID_34	0002-0717	126919	19.83109375	0.2	1	1.9	0.5	0.9	152.6	35.7	172.3
1764	ID_34	0003-0736	125691	19.63921875	0.1	1	2.1	0.5	0.9	159.2	34.2	179.2
1765	ID_34	0004-0749	122	0.0190625	0.8	1	1.5	0.7	0.9	68.2	77.6	62.7
1766	ID_34	0005-0968	114	0.0178125	0.6	1	2.3	0.4	0.9	60.5	74.1	54.3
1767	ID_34	0006-0975	136	0.02125	0.7	1	2.2	0.5	0.8	80.8	86.9	70.1
1768	ID_34	0007-1472	109	0.01703125	0.9	1	1.4	0.7	0.9	79.1	80.4	57.5
1769	ID_34	0008-1748	136671	21.35484375	0.2	1	1.9	0.5	0.9	151	35.9	169
1770	ID_34	0009-1761	124050	19.3828125	0.2	1	2	0.5	0.9	159.8	34.5	177.8
1771	ID_34	0010-1627	124	0.019375	0.8	1	1.2	0.8	0.9	73.6	78.8	54.9
1792	ID_35	0001-0632	10420	1.628125	0.5	1	1.3	0.8	0.9	35.8	24.9	122.6
1793	ID_35	0002-0642	10540	1.646875	0.6	1	1.3	0.8	1	37.4	25.6	137.7
1794	ID_35	0003-0652	10716	1.674375	0.5	1	1.4	0.7	0.9	33	23.2	124.3
1795	ID_35	0004-0667	10766	1.6821875	0.5	1	1.3	0.8	0.9	37.1	25.6	133.7
1796	ID_35	0005-0938	10326	1.6134375	0.7	1	1.3	0.8	1	37	25.1	139.9
1797	ID_35	0006-0959	10585	1.65390625	0.4	1	1.4	0.7	0.9	32.5	26.1	80.2
1798	ID_35	0007-0976	10335	1.61484375	0.4	1	1.3	0.8	0.9	36.6	25.3	125.6
1799	ID_35	0008-0982	11353	1.77390625	0.5	1	1.3	0.8	0.9	32.1	23.7	117.2
1800	ID_35	0009-1236	10958	1.7121875	0.5	1	1.3	0.8	0.9	31.7	22.1	117.8
1801	ID_35	0010-1255	9600	1.5	0.6	1	1.3	0.8	0.9	28.5	21	86.6
1802	ID_35	0011-1260	9584	1.4975	0.6	1	1.4	0.7	1	30	19.4	123.7
1803	ID_35	0012-1285	9957	1.55578125	0.5	1	1.2	0.8	0.9	37.6	26.2	124.9
1804	ID_35	0013-1525	11020	1.721875	0.5	1	1.3	0.8	0.9	41.6	28.2	136.2
1805	ID_35	0014-1538	10034	1.5678125	0.7	1	1.4	0.7	1	31.9	22.1	125.5
1806	ID_35	0015-1542	11442	1.7878125	0.4	1	1.3	0.8	0.9	36.8	26.4	121.8
1807	ID_35	0016-1557	10568	1.65125	0.4	1	1.2	0.8	0.9	28.4	22.6	73.5
1808	ID_35	0017-1755	10541	1.64703125	0.4	1	1.2	0.8	0.9	38.6	27	122.8
1809	ID_35	0018-1762	11157	1.74328125	0.4	1	1.2	0.8	0.9	32.7	25.6	78.4
1810	ID_35	0019-1789	10140	1.584375	0.7	1	1.4	0.7	0.9	27.8	22.3	72.5
1811	ID_35	0020-1805	10700	1.671875	0.5	1	1.3	0.8	0.9	34.9	24.1	128.2
1812	ID_35	0021-2014	10901	1.70328125	0.6	1	1.3	0.8	1	43.9	29.8	137.2
1813	ID_35	0022-2030	11398	1.7809375	0.4	1	1.2	0.9	0.9	35.4	27.6	79.8
1814	ID_35	0023-2031	8257	1.29015625	0.5	1	1.3	0.8	0.9	30.8	22.8	84.2
1815	ID_35	0024-2057	10143	1.58484375	0.7	1	1.4	0.7	1	31.1	22.2	114.1
1864	ID_36	0001-0614	66866	10.4478125	0.6	1	1.4	0.7	1	61.7	66.9	108.5
1865	ID_36	0002-0653	67307	10.51671875	0.6	1	1.4	0.7	1	64.5	71.1	110.4
1866	ID_36	0003-0664	67218	10.5028125	0.7	1	1.4	0.7	1	95.8	38.3	93
1867	ID_36	0004-0681	66071	10.32359375	0.6	1	1.4	0.7	1	43.3	39.6	120.9
1868	ID_36	0005-1106	66850	10.4453125	0.7	1	1.4	0.7	1	92.7	83.9	104.8
1869	ID_36	0006-1130	67622	10.5659375	0.5	1	1.3	0.7	1	42.1	39	119.7
1870	ID_36	0007-1151	67766	10.5884375	0.6	1	1.4	0.7	1	99.9	40.9	95.8
1871	ID_36	0008-1156	66620	10.409375	0.6	1	1.4	0.7	1	59.4	63.5	106
1872	ID_36	0009-1609	68876	10.761875	0.6	1	1.4	0.7	1	41	38.8	120.9
1873	ID_36	0010-1637	67384	10.52875	0.7	1	1.4	0.7	1	90.3	79.7	104.9
1874	ID_36	0011-1658	65879	10.29359375	0.7	1	1.4	0.7	1	100.5	37	94.7
1875	ID_36	0012-1661	67429	10.53578125	0.6	1	1.4	0.7	1	44.2	37.7	118.3
1876	ID_36	0013-2139	67117	10.48703125	0.6	1	1.4	0.7	1	43.3	41.4	121
1877	ID_36	0014-2178	67377	10.52765625	0.6	1	1.4	0.7	1	95.8	38.3	92.3
1878	ID_36	0015-2209	69280	10.825	0.6	1	1.4	0.7	1	42.4	35.3	114.8
1879	ID_36	0016-2237	66639	10.41234375	0.6	1	1.4	0.7	1	60.7	61.7	105.8
1912	ID_37	0001-0569	154794	24.1865625	0.4	1	1.8	0.6	0.9	96.6	60.5	123.7
1913	ID_37	0002-0575	166027	25.94171875	0.5	1	1.7	0.6	0.9	90.5	64.9	117.9
1914	ID_37	0003-0632	170325	26.61328125	0.4	1	1.7	0.6	0.8	90.9	68	118.3
1915	ID_37	0004-1327	171730	26.8328125	0.4	1	1.7	0.6	0.9	87.1	68.7	116.8
1916	ID_37	0005-1336	148866	23.2603125	0.4	1	1.6	0.6	0.8	91.4	59.9	117.1
1917	ID_37	0006-1382	140308	21.923125	0.4	1	1.4	0.7	0.9	95.3	61.6	123.7
1918	ID_37	0007-1978	162785	25.43515625	0.5	1	1.7	0.6	0.9	91.4	64	117.1
1919	ID_37	0008-2088	166418	26.0028125	0.4	1	1.7	0.6	0.9	88	59.6	114.2
1920	ID_37	0009-2089	162656	25.415	0.4	1	1.7	0.6	0.9	95.2	73	120.5
1939	ID_38	0001-0520	126956	19.836875	0.3	1	2.5	0.4	0.8	59.9	43.4	165.4
1940	ID_38	0002-0550	108159	16.89984375	0.3	1	2.2	0.5	0.8	50.8	36.7	150.8
1941	ID_38	0003-0614	127045	19.85078125	0.4	1	2.6	0.4	0.8	50.2	34.1	154.7
1942	ID_38	0004-0797	138	0.0215625	0.2	1	10.4	0.1	0.5	96.5	77.4	130.2
1943	ID_38	0005-1352	128219	20.03421875	0.4	1	2.3	0.4	0.9	72.9	56.9	162.9
1944	ID_38	0006-1375	134394	20.9990625	0.3	1	2.6	0.4	0.8	62.7	44.6	163.7
1945	ID_38	0007-1404	120699	18.85921875	0.3	1	2.4	0.4	0.8	59.3	44	155.3
1946	ID_38	0008-2127	133277	20.82453125	0.3	1	2.5	0.4	0.8	71.9	52.4	171.9
1947	ID_38	0009-2166	121927	19.05109375	0.4	1	2.5	0.4	0.8	56.1	39.8	147
1948	ID_38	0010-2168	118278	18.4809375	0.4	1	2.5	0.4	0.8	52.6	36.6	152.6
1969	ID_39	0001-0700	76357	11.93078125	0.7	1	1.7	0.6	1	77.3	68.9	105
1970	ID_39	0002-0766	79703	12.45359375	0.7	1	1.8	0.6	1	78.7	70.2	107.3
1971	ID_39	0003-0775	76896	12.015	0.7	1	1.8	0.6	1	83.8	75.3	108.7
1972	ID_39	0004-0820	75144	11.74125	0.7	1	1.7	0.6	1	75.7	66.4	105.5
1973	ID_39	0005-1322	77954	12.1803125	0.7	1	1.8	0.6	1	84.1	75.7	109.9
1974	ID_39	0006-1342	78142	12.2096875	0.7	1	1.7	0.6	1	80.9	72.4	107.3
1975	ID_39	0007-1349	77354	12.0865625	0.7	1	1.8	0.6	1	87.3	79.6	110.2
1976	ID_39	0008-1358	76701	11.98453125	0.7	1	1.8	0.6	1	78.5	69.3	107.8
1977	ID_39	0009-1960	78775	12.30859375	0.7	1	1.8	0.6	1	89	80.3	113.4
1978	ID_39	0010-1975	75713	11.83015625	0.7	1	1.8	0.6	1	79.8	71.1	107
1979	ID_39	0011-1993	76750	11.9921875	0.7	1	1.7	0.6	1	79.7	70.6	106.7
1980	ID_39	0012-2029	79619	12.44046875	0.7	1	1.8	0.6	1	85.3	75.6	112.1
2005	ID_40	0001-0900	83919	13.11234375	0.5	1	1.7	0.6	1	96.5	44.7	144.8
2006	ID_40	0002-0898	82064	12.8225	0.6	1	1.7	0.6	1	90.7	39.2	138.5
2007	ID_40	0003-0916	79251	12.38296875	0.5	1	1.7	0.6	0.9	91.3	39.5	137.8
2008	ID_40	0004-1493	80401	12.56265625	0.5	1	1.7	0.6	1	93.5	41.3	136.9
2009	ID_40	0005-1533	82616	12.90875	0.5	1	1.6	0.6	1	92.5	40.5	137.9
2010	ID_40	0006-1560	85904	13.4225	0.4	1	1.7	0.6	0.9	92.9	43.5	139.9
2011	ID_40	0007-2206	80748	12.616875	0.6	1	1.7	0.6	1	91.9	41.2	136.2
2012	ID_40	0008-2232	85870	13.4171875	0.5	1	1.6	0.6	1	95.5	45	140
2013	ID_40	0009-2246	87273	13.63640625	0.4	1	1.7	0.6	0.9	95.6	43.3	141.3
2032	ID_41	0001-0755	168642	26.3503125	0.5	1	2.5	0.4	0.9	57.6	62.3	79.5
2033	ID_41	0002-0793	109108	17.048125	0.5	1	2.4	0.4	0.9	53.9	62.3	72.1
2034	ID_41	0003-0846	135081	21.10640625	0.4	1	2.3	0.4	0.9	57.1	63.3	73.8
2035	ID_41	0004-1664	155583	24.30984375	0.3	1	2.6	0.4	0.8	49.3	53.2	65.3
2036	ID_41	0005-1613	125080	19.54375	0.4	1	2	0.5	0.7	54.1	60.2	69.5
2037	ID_41	0006-1700	131907	20.61046875	0.5	1	2.6	0.4	0.9	57.3	61.7	73
2038	ID_41	0007-2396	118439	18.50609375	0.5	1	2.3	0.4	0.9	66.3	71.4	84.8
2039	ID_41	0008-2430	126232	19.72375	0.4	1	2.6	0.4	0.8	59.8	64.2	79.2
2040	ID_41	0009-2478	145613	22.75203125	0.5	1	2.4	0.4	0.9	59.9	65.4	80.2
2059	ID_42	0001-0402	158384	24.7475	0.5	1	3	0.3	0.8	75.5	42.6	119.7
2060	ID_42	0002-0482	162216	25.34625	0.5	1	3.3	0.3	0.8	70.4	37.7	115
2061	ID_42	0003-0519	167756	26.211875	0.5	1	3.4	0.3	0.9	72.8	40.1	115.7
2062	ID_42	0004-1392	176760	27.61875	0.5	1	3.4	0.3	0.9	85.9	48.3	127.2
2063	ID_42	0005-1437	179527	28.05109375	0.4	1	3.3	0.3	0.9	83.3	45.6	125.2
2064	ID_42	0006-1424	141066	22.0415625	0.5	1	3.1	0.3	0.8	83.1	48.2	126.6
2065	ID_42	0007-1610	117	0.01828125	1	1	1	1	1	101.4	74.6	128.1
2066	ID_42	0008-2292	189898	29.6715625	0.5	1	3	0.3	0.9	91.2	48.7	135.4
2067	ID_42	0009-2372	151298	23.6403125	0.5	1	3.1	0.3	0.8	81.1	46.2	123.6
2068	ID_42	0010-2417	133830	20.9109375	0.4	1	3	0.3	0.8	67.9	39.8	107.9
2089	ID_43	0001-0777	107825	16.84765625	0.5	1	2	0.5	1	77.6	113.5	187.5
2090	ID_43	0002-0783	110470	17.2609375	0.7	1	2	0.5	1	80.7	118.8	193.4
2091	ID_43	0003-1256	111600	17.4375	0.8	1	1.7	0.6	1	77	113.3	188.5
2092	ID_43	0004-1856	113079	17.66859375	0.7	1	2.1	0.5	1	78.6	113.4	188.3
2093	ID_43	0005-1921	115309	18.01703125	0.8	1	1.6	0.6	1	74.3	108	182.2
2104	ID_44	0001-0838	137965	21.55703125	0.5	1	2	0.5	0.9	79.9	110.7	196.5
2105	ID_44	0002-0844	130477	20.38703125	0.5	1	1.9	0.5	0.9	80.1	113.5	198.1
2106	ID_44	0003-0864	129149	20.17953125	0.5	1	2	0.5	0.9	80.2	110.6	195.9
2107	ID_44	0004-0899	134619	21.03421875	0.6	1	1.8	0.5	0.9	78.2	110.2	193.6
2108	ID_44	0005-1604	135105	21.11015625	0.5	1	2	0.5	0.9	80.4	110.7	194.8
2109	ID_44	0006-1605	131687	20.57609375	0.5	1	1.9	0.5	0.9	81.6	112.7	195.6
2110	ID_44	0007-1609	133956	20.930625	0.5	1	1.9	0.5	0.9	80.3	113	197
2111	ID_44	0008-1627	130472	20.38625	0.6	1	1.9	0.5	0.9	77.1	109.3	192.4
2112	ID_44	0009-2317	134888	21.07625	0.5	1	2	0.5	0.9	79.9	111.2	195.2
2113	ID_44	0010-2347	134462	21.0096875	0.5	1	2	0.5	0.9	80.3	111.7	193.9
2114	ID_44	0011-2351	135683	21.20046875	0.5	1	2	0.5	0.9	78.7	109.4	193
2115	ID_44	0012-2366	132832	20.755	0.6	1	2	0.5	0.9	77.2	109.6	191.4
2140	ID_45	0001-0836	16663	2.60359375	0.8	1	1.1	0.9	1	32	21.2	54.7
2141	ID_45	0002-0846	17405	2.71953125	0.8	1	1	1	1	32.2	21.1	54.4
2142	ID_45	0003-0927	19871	3.10484375	0.7	1	1.1	0.9	1	32.7	21.2	54.1
2143	ID_45	0004-0986	19920	3.1125	0.7	1	1.1	0.9	1	34.9	23.5	56.3
2144	ID_45	0005-1158	18845	2.94453125	0.8	1	1.1	0.9	1	31.2	20.4	53.7
2145	ID_45	0006-1195	17847	2.78859375	0.7	1	1.1	0.9	1	30	19.5	51.3
2146	ID_45	0007-1271	18617	2.90890625	0.8	1	1.1	0.9	1	32.1	20.8	54
2147	ID_45	0008-1326	20017	3.12765625	0.7	1	1.1	0.9	1	34.2	22.7	55.3
2148	ID_45	0009-1532	16906	2.6415625	0.9	1	1	1	1	30.2	19.7	51.9
2149	ID_45	0010-1607	16968	2.65125	0.8	1	1.1	0.9	1	30.7	19.3	51.9
2150	ID_45	0011-1657	17376	2.715	0.7	1	1	1	1	32.3	21	53.2
2151	ID_45	0012-1757	19146	2.9915625	0.8	1	1.1	0.9	1	33.8	22.1	54.7
2152	ID_45	0013-2032	20045	3.13203125	0.9	1	1	1	1	30.4	19.4	51.9
2153	ID_45	0014-2032	14351	2.24234375	0.9	1	1.1	1	1	31.2	19.9	54.3
2154	ID_45	0015-2056	18769	2.93265625	0.7	1	1.1	1	1	33.6	22.1	54.9
2155	ID_45	0016-2108	17721	2.76890625	0.8	1	1.1	0.9	1	34.7	23.4	55.4
2188	ID_46	0001-0811	11891	1.85796875	0.7	1	1.6	0.6	1	22.5	18.4	27.7
2189	ID_46	0002-0838	12162	1.9003125	0.7	1	1.6	0.6	1	21	17	26
2190	ID_46	0003-0853	12609	1.97015625	0.7	1	1.6	0.6	1	20.4	16.2	25.5
2191	ID_46	0004-0885	12362	1.9315625	0.7	1	1.6	0.6	1	23	18.9	28.2
2192	ID_46	0005-1162	12404	1.938125	0.7	1	1.6	0.6	1	22.4	18.8	27.6
2193	ID_46	0006-1198	12396	1.936875	0.7	1	1.6	0.6	1	25.4	21.3	30.7
2194	ID_46	0007-1183	11965	1.86953125	0.7	1	1.1	0.9	0.9	20.7	17	25.6
2195	ID_46	0008-1201	11935	1.86484375	0.7	1	1.6	0.6	1	23	19.2	27.9
2196	ID_46	0009-1389	11986	1.8728125	0.7	1	1.6	0.6	1	29.9	26	36
2197	ID_46	0010-1416	11716	1.830625	0.7	1	1.5	0.7	1	22	18.2	26.6
2198	ID_46	0011-1437	12794	1.9990625	0.7	1	1.6	0.6	1	23.3	19.1	27.9
2199	ID_46	0012-1456	11647	1.81984375	0.7	1	1.6	0.6	1	24.3	19.8	29.2
2200	ID_46	0013-1689	12069	1.88578125	0.8	1	1.5	0.7	1	23.3	19	28.2
2201	ID_46	0014-1713	12431	1.94234375	0.7	1	1.5	0.6	1	25.7	21	30.3
2202	ID_46	0015-1726	12645	1.97578125	0.7	1	1.5	0.7	1	22.7	18.4	26.8
2203	ID_46	0016-1746	11273	1.76140625	0.7	1	1.6	0.6	1	23.5	19.3	28.1
2204	ID_46	0017-1954	12264	1.91625	0.7	1	1.5	0.7	1	25.5	21.2	30.9
2205	ID_46	0018-1994	11504	1.7975	0.7	1	1.6	0.6	1	26.2	21.5	31.2
2206	ID_46	0019-1991	11578	1.8090625	0.7	1	1.6	0.6	1	24.5	20.3	29
2207	ID_46	0020-2022	11864	1.85375	0.7	1	1.6	0.6	1	25.6	21.2	30.4
2248	ID_47	0001-0811	51297	8.01515625	0.5	1	3	0.3	0.9	18.6	11.7	123.8
2249	ID_47	0002-0851	48817	7.62765625	0.4	1	3	0.3	0.9	19.4	12.6	120.3
2250	ID_47	0003-0880	49741	7.77203125	0.4	1	3.2	0.3	0.9	17.7	11.2	119
2251	ID_47	0004-1453	50985	7.96640625	0.5	1	3	0.3	0.9	17.1	10.6	118.4
2252	ID_47	0005-1463	51148	7.991875	0.4	1	3	0.3	0.9	19.1	12	119.7
2253	ID_47	0006-1463	50931	7.95796875	0.5	1	3	0.3	0.9	18.7	12.1	121.7
2254	ID_47	0007-2125	50971	7.96421875	0.4	1	3	0.3	0.9	19.3	12.3	118.5
2255	ID_47	0008-2154	51768	8.08875	0.5	1	3.1	0.3	0.9	19.6	12.6	121.5
2256	ID_47	0009-2173	50706	7.9228125	0.4	1	3	0.3	0.9	19.2	12.5	118.2
2275	ID_48	0001-0521	16321	2.55015625	0.8	1	1.2	0.9	1	29.1	17.3	126.6
2276	ID_48	0002-0535	16712	2.61125	0.8	1	1.3	0.8	1	14.9	10.1	103.3
2277	ID_48	0003-0560	16779	2.62171875	0.8	1	1.2	0.8	1	14.5	9.6	94.4
2278	ID_48	0004-0571	17038	2.6621875	0.8	1	1.2	0.8	1	19.1	12.7	96.9
2279	ID_48	0005-0961	16703	2.60984375	0.8	1	1.3	0.8	1	65	16.6	23.9
2280	ID_48	0006-0965	15823	2.47234375	0.8	1	1.2	0.8	1	30.1	16.9	128.2
2281	ID_48	0007-0975	15113	2.36140625	0.8	1	1.1	0.9	1	106.8	9.2	145.3
2282	ID_48	0008-0984	16413	2.56453125	0.7	1	1.1	0.9	1	36.8	10.3	130.9
2283	ID_48	0009-1316	16019	2.50296875	0.8	1	1.2	0.8	1	13.5	8.7	99.5
2284	ID_48	0010-1326	15786	2.4665625	0.8	1	1.2	0.8	1	69.6	18.3	26.4
2285	ID_48	0011-1334	16407	2.56359375	0.8	1	1.1	0.9	1	17.1	11.8	102.8
2286	ID_48	0012-1350	16471	2.57359375	0.8	1	1	1	1	32.6	19.5	125.8
2287	ID_48	0013-1783	15724	2.456875	0.8	1	1.1	0.9	1	14.7	9	94.5
2288	ID_48	0014-1800	16348	2.554375	0.8	1	1.1	0.9	1	41.8	10.3	133.8
2289	ID_48	0015-1799	14272	2.23	0.8	1	1.1	0.9	1	107.3	8.2	142
2290	ID_48	0016-1808	16693	2.60828125	0.8	1	1	1	1	68.4	21.4	32
2323	ID_49	0001-0790	11532	1.801875	0.7	1	1.7	0.6	1	20.1	14.8	74.8
2324	ID_49	0002-0794	11321	1.76890625	0.7	1	1.8	0.5	1	21.9	16.1	74.6
2325	ID_49	0003-0808	13127	2.05109375	0.6	1	1.6	0.6	0.9	20.6	14.9	72.6
2326	ID_49	0004-0826	12044	1.881875	0.7	1	1.6	0.6	1	20.1	14.2	74
2327	ID_49	0005-1107	12275	1.91796875	0.6	1	1.5	0.6	1	22.8	16.6	73
2328	ID_49	0006-1152	12557	1.96203125	0.7	1	1.5	0.7	1	20.9	15.6	72.1
2329	ID_49	0007-1163	11144	1.74125	0.7	1	1.6	0.6	1	22.2	16.7	75.3
2330	ID_49	0008-1178	11683	1.82546875	0.7	1	1.7	0.6	1	21	15.2	74.4
2331	ID_49	0009-1434	11735	1.83359375	0.6	1	1.5	0.7	1	23.4	17.6	74
2332	ID_49	0010-1489	11708	1.829375	0.6	1	1.5	0.6	1	23.2	17.6	72.1
2333	ID_49	0011-1532	11656	1.82125	0.6	1	1.6	0.6	1	21.6	15.4	73.7
2334	ID_49	0012-1572	11362	1.7753125	0.7	1	1.6	0.6	1	23.7	18.4	74.2
2335	ID_49	0013-1786	11300	1.765625	0.7	1	1.6	0.6	1	24.6	18.3	74.4
2336	ID_49	0014-1822	12001	1.87515625	0.6	1	1.5	0.7	1	24	17.3	74.2
2337	ID_49	0015-1827	11155	1.74296875	0.6	1	1.6	0.6	1	22.2	15.6	72.7
2338	ID_49	0016-1840	10968	1.71375	0.7	1	1.6	0.6	1	22.6	16.9	74.6
2371	ID_50	0001-0540	33558	5.2434375	0.7	1	1.6	0.6	0.9	144.7	34	166.3
2372	ID_50	0002-0568	35525	5.55078125	0.7	1	1.6	0.6	0.9	146.9	36.6	167.7
2373	ID_50	0003-0592	27022	4.2221875	0.7	1	1.4	0.7	0.9	58.7	61.2	172.2
2374	ID_50	0004-0900	37655	5.88359375	0.7	1	1.6	0.6	0.9	94.2	94.3	51.5
2375	ID_50	0005-0923	28628	4.473125	0.6	1	1.4	0.7	0.9	57.6	58	170.4
2376	ID_50	0006-0992	33833	5.28640625	0.7	1	1.6	0.6	0.9	142.4	34.3	167.1
2377	ID_50	0007-1280	37363	5.83796875	0.6	1	1.7	0.6	0.9	110.3	56.1	67
2378	ID_50	0008-1283	32502	5.0784375	0.6	1	1.6	0.6	0.9	53.6	55.6	166.6
2379	ID_50	0009-1330	37242	5.8190625	0.7	1	1.6	0.6	0.9	106.4	53.7	71.8
2380	ID_50	0010-1644	33343	5.20984375	0.7	1	1.7	0.6	0.9	51.4	68.1	96.4
2381	ID_50	0011-1663	33345	5.21015625	0.6	1	1.6	0.6	0.9	51	51.5	161.6
2382	ID_50	0012-1719	33538	5.2403125	0.6	1	1.6	0.6	0.9	51.5	52.4	163.5
2383	ID_50	0013-2066	40011	6.25171875	0.6	1	1.7	0.6	0.9	88.9	88.5	50.6
2384	ID_50	0014-2082	40226	6.2853125	0.6	1	1.6	0.6	0.9	105.3	53.5	70.7
2385	ID_50	0015-2101	30576	4.7775	0.6	1	1.6	0.6	0.9	54.6	57.5	165.8
2416	ID_51	0001-0741	55496	8.67125	0.2	1	3.4	0.3	0.7	35.1	31.4	27.9
2417	ID_51	0002-0739	56386	8.8103125	0.3	1	3.3	0.3	0.8	33.5	30.7	24.7
2418	ID_51	0003-0826	56080	8.7625	0.2	1	3.8	0.3	0.8	38.9	33.8	30.7
2419	ID_51	0004-1364	51998	8.1246875	0.3	1	3.9	0.3	0.8	34.8	30.4	23.5
2420	ID_51	0005-1421	57771	9.02671875	0.3	1	3.4	0.3	0.8	38.3	33.1	28.2
2421	ID_51	0006-1441	56674	8.8553125	0.3	1	3	0.3	0.8	35.3	30	25.6
2422	ID_51	0007-2281	70189	10.96703125	0.3	1	3	0.3	0.8	39.8	36.2	24.9
2423	ID_51	0008-2319	57287	8.95109375	0.3	1	3.5	0.3	0.8	34.1	30.9	25
2424	ID_51	0009-2409	57731	9.02046875	0.3	1	3.4	0.3	0.8	38.3	33.1	29.5
2443	ID_52	0001-0693	8734	1.3646875	0.6	1	2.1	0.5	0.9	42.3	49.3	129.8
2444	ID_52	0002-0714	10751	1.67984375	0.7	1	2.2	0.5	1	44.3	53.2	136.5
2445	ID_52	0003-0710	9163	1.43171875	0.6	1	2.1	0.5	0.9	45.8	54.8	135
2446	ID_52	0004-0714	7978	1.2465625	0.6	1	2.2	0.5	1	167.2	161.3	184.1
2447	ID_52	0005-0747	9508	1.485625	0.7	1	2.2	0.5	1	45.8	54.4	136.1
2448	ID_52	0006-0997	7638	1.1934375	0.6	1	2.2	0.5	0.9	167.2	159.8	184.3
2449	ID_52	0007-1016	8311	1.29859375	0.5	1	2.3	0.4	1	165.1	158.5	181.8
2450	ID_52	0008-1021	9857	1.54015625	0.7	1	1.8	0.5	0.9	43.1	50.2	129.7
2451	ID_52	0009-1031	10005	1.56328125	0.7	1	2	0.5	1	44.3	52.8	135.3
2452	ID_52	0010-1051	8530	1.3328125	0.6	1	2.2	0.5	1	164	157.9	180.8
2453	ID_52	0011-1256	7294	1.1396875	0.6	1	2.2	0.5	1	164.8	158.1	180.7
2454	ID_52	0012-1303	9731	1.52046875	0.7	1	2	0.5	1	43.6	51.7	134.7
2455	ID_52	0013-1315	7587	1.18546875	0.6	1	2.2	0.5	0.9	165.2	158	180.7
2456	ID_52	0014-1363	9850	1.5390625	0.7	1	2	0.5	1	49.1	56.2	139.6
