 	ID	Label	Color	Area	cm2	Mean	StdDev	Mode	Min	Max	Circ.	Slice	AR	Round	Solidity	MinThr	MaxThr
694	ID_15	0009-1544	Green	35281	5.51265625	101.2	18.9	106	48	176	0.4	2	4	0.2	0.8	0	255
695	ID_15	0010-1633	Green	43923	6.86296875	86.6	43.7	42	17	175	0.4	2	4.3	0.2	0.9	0	255
696	ID_15	0011-1657	Green	42066	6.5728125	73.9	20.5	92	24	143	0.4	2	4.4	0.2	0.9	0	255
697	ID_15	0012-1673	Green	40579	6.34046875	72.6	18.5	60	26	136	0.4	2	4.6	0.2	0.8	0	255
698	ID_15	0013-2212	Green	45469	7.10453125	79.9	18.8	60	35	144	0.3	2	4.3	0.2	0.9	0	255
699	ID_15	0014-2248	Green	43001	6.71890625	91.7	44.8	35	15	181	0.3	2	4.1	0.2	0.8	0	255
700	ID_15	0015-2266	Green	44506	6.9540625	78.3	17.6	94	26	136	0.4	2	4.2	0.2	0.8	0	255
701	ID_15	0016-2303	Green	41318	6.4559375	86.1	43.8	36	14	168	0.3	2	3.9	0.3	0.8	0	255
702	ID_15	0001-0257	Blue	40022	6.2534375	46.8	17.2	38	9	127	0.3	3	4.5	0.2	0.9	0	255
703	ID_15	0002-0328	Blue	41368	6.46375	53.7	16.3	58	9	109	0.3	3	3.9	0.3	0.8	0	255
704	ID_15	0003-0374	Blue	39879	6.23109375	35.3	19.6	18	2	122	0.3	3	5.1	0.2	0.9	0	255
705	ID_15	0004-0415	Blue	40765	6.36953125	78.4	24.5	82	19	166	0.3	3	4.1	0.2	0.8	0	255
706	ID_15	0005-0950	Blue	38913	6.08015625	75.2	20	60	17	183	0.3	3	3.8	0.3	0.8	0	255
707	ID_15	0006-0981	Blue	46412	7.251875	38.4	19.2	26	0	108	0.4	3	3.6	0.3	0.8	0	255
708	ID_15	0007-1027	Blue	41296	6.4525	43.1	18.2	29	8	138	0.4	3	4.5	0.2	0.9	0	255
709	ID_15	0008-1045	Blue	43843	6.85046875	51.9	17.3	53	4	126	0.3	3	4.2	0.2	0.8	0	255
710	ID_15	0009-1544	Blue	35281	5.51265625	49.1	17.1	54	6	121	0.4	3	4	0.2	0.8	0	255
711	ID_15	0010-1633	Blue	43923	6.86296875	40.3	17.2	30	4	101	0.4	3	4.3	0.2	0.9	0	255
712	ID_15	0011-1657	Blue	42066	6.5728125	72.4	24.5	68	16	147	0.4	3	4.4	0.2	0.9	0	255
713	ID_15	0012-1673	Blue	40579	6.34046875	72.7	22.7	78	20	148	0.4	3	4.6	0.2	0.8	0	255
714	ID_15	0013-2212	Blue	45469	7.10453125	73.9	21.2	76	24	166	0.3	3	4.3	0.2	0.9	0	255
715	ID_15	0014-2248	Blue	43001	6.71890625	42.7	20.1	26	4	112	0.3	3	4.1	0.2	0.8	0	255
716	ID_15	0015-2266	Blue	44506	6.9540625	76.7	25.3	63	21	155	0.4	3	4.2	0.2	0.8	0	255
717	ID_15	0016-2303	Blue	41318	6.4559375	40.8	20.1	25	1	126	0.3	3	3.9	0.3	0.8	0	255
718	ID_16	0001-0675	Red	9893	1.54578125	166.5	25.4	189	93	230	0.6	1	1	1	0.9	0	255
719	ID_16	0002-0685	Red	9923	1.55046875	55.4	24.7	39	28	208	0.7	1	1	1	1	0	255
720	ID_16	0003-0740	Red	9553	1.49265625	166.2	24.3	186	94	209	0.6	1	1	1	1	0	255
721	ID_16	0004-0742	Red	9740	1.521875	170.1	25.5	191	84	215	0.7	1	1	1	1	0	255
722	ID_16	0005-0768	Red	9790	1.5296875	164	24.4	182	94	214	0.6	1	1	1	0.9	0	255
723	ID_16	0006-0916	Red	9747	1.52296875	178.7	24.3	198	99	218	0.8	1	1.1	1	1	0	255
724	ID_16	0007-0923	Red	9649	1.50765625	165.2	22.7	184	101	218	0.8	1	1	1	1	0	255
725	ID_16	0008-0949	Red	9772	1.526875	177.5	25.2	199	87	221	0.7	1	1	1	1	0	255
726	ID_16	0009-0958	Red	9790	1.5296875	58.7	23.6	44	27	141	0.7	1	1	1	1	0	255
727	ID_16	0010-0986	Red	9606	1.5009375	177.5	26.4	196	87	214	0.7	1	1	1	1	0	255
728	ID_16	0011-1090	Red	9856	1.54	171.2	23.2	193	103	221	0.8	1	1	1	1	0	255
729	ID_16	0012-1095	Red	9615	1.50234375	50.9	20.8	38	26	145	0.7	1	1	1	1	0	255
730	ID_16	0013-1136	Red	9775	1.52734375	167.8	22.9	187	100	216	0.8	1	1	1	1	0	255
731	ID_16	0014-1164	Red	9298	1.4528125	159.9	22.9	178	93	215	0.7	1	1	1	1	0	255
732	ID_16	0015-1180	Red	9796	1.530625	165	24.8	184	94	209	0.7	1	1	1	1	0	255
733	ID_16	0016-1331	Red	9584	1.4975	176.9	21.8	195	103	209	0.8	1	1	1	1	0	255
734	ID_16	0017-1343	Red	9926	1.5509375	181.6	21.3	201	103	216	0.7	1	1	1	1	0	255
735	ID_16	0018-1372	Red	9762	1.5253125	54.8	23.8	39	26	134	0.8	1	1.1	1	1	0	255
736	ID_16	0019-1389	Red	9647	1.50734375	52.5	23.1	39	26	140	0.7	1	1.1	0.9	1	0	255
737	ID_16	0020-1391	Red	9495	1.48359375	58.6	21.8	42	31	135	0.6	1	1	1	1	0	255
738	ID_16	0021-1547	Red	9489	1.48265625	162	20.6	181	100	217	0.8	1	1	1	1	0	255
739	ID_16	0022-1576	Red	9431	1.47359375	167.2	23.8	188	89	210	0.8	1	1	1	1	0	255
740	ID_16	0023-1579	Red	9443	1.47546875	164	23.3	185	99	212	0.7	1	1	1	1	0	255
741	ID_16	0024-1590	Red	9474	1.4803125	53.8	19.8	43	27	131	0.7	1	1	1	1	0	255
742	ID_16	0025-1590	Red	9288	1.45125	59.5	20.4	45	34	134	0.6	1	1	1	1	0	255
743	ID_16	0026-1777	Red	9751	1.52359375	52.7	23	39	25	131	0.7	1	1	1	1	0	255
744	ID_16	0027-1784	Red	9847	1.53859375	182.8	25.1	206	97	219	0.7	1	1	1	1	0	255
745	ID_16	0028-1801	Red	9453	1.47703125	45.2	19.3	33	22	137	0.6	1	1	1	1	0	255
746	ID_16	0029-1803	Red	9722	1.5190625	164.5	19.5	179	109	212	0.7	1	1	1	1	0	255
747	ID_16	0030-1839	Red	9357	1.46203125	170.1	22.5	188	95	209	0.7	1	1	1	1	0	255
748	ID_16	0031-1966	Red	9414	1.4709375	184.7	21.1	201	116	214	0.8	1	1	1	1	0	255
749	ID_16	0032-1992	Red	9777	1.52765625	183	23.1	202	111	214	0.7	1	1	1	1	0	255
750	ID_16	0033-1994	Red	9755	1.52421875	164.3	21.3	180	107	208	0.8	1	1	1	1	0	255
751	ID_16	0034-2041	Red	9520	1.4875	165.3	21.1	185	111	205	0.7	1	1	1	1	0	255
752	ID_16	0035-2044	Red	9717	1.51828125	167.6	24	188	105	217	0.6	1	1.1	0.9	1	0	255
753	ID_16	0036-2169	Red	9563	1.49421875	55.5	19.9	44	29	141	0.7	1	1	1	1	0	255
754	ID_16	0037-2180	Red	9772	1.526875	165.2	21.4	185	107	217	0.7	1	1	1	1	0	255
755	ID_16	0038-2231	Red	9449	1.47640625	60.9	21.1	44	35	130	0.7	1	1	1	1	0	255
756	ID_16	0039-2249	Red	9762	1.5253125	158.9	20.8	179	110	205	0.7	1	1.1	1	1	0	255
757	ID_16	0040-2257	Red	9876	1.543125	60.2	22.4	45	33	131	0.7	1	1.1	0.9	1	0	255
758	ID_16	0041-2422	Red	9612	1.501875	164.3	20.1	183	110	214	0.7	1	1	1	1	0	255
759	ID_16	0042-2461	Red	9631	1.50484375	57.9	21.1	42	33	136	0.7	1	1	1	1	0	255
760	ID_16	0043-2466	Red	9522	1.4878125	58.2	21.6	43	33	136	0.7	1	1	1	1	0	255
761	ID_16	0044-2478	Red	9910	1.5484375	60.8	23.5	40	30	132	0.7	1	1.1	0.9	1	0	255
762	ID_16	0045-2499	Red	9975	1.55859375	53.9	23.8	38	27	131	0.8	1	1.1	0.9	1	0	255
763	ID_16	0046-2701	Red	9939	1.55296875	167.3	20.6	163	116	212	0.8	1	1	1	1	0	255
764	ID_16	0047-2714	Red	9882	1.5440625	162.7	23.8	186	102	207	0.6	1	1	1	0.9	0	255
765	ID_16	0048-2715	Red	9560	1.49375	178.4	24.5	201	106	213	0.7	1	1	1	1	0	255
766	ID_16	0049-2727	Red	9646	1.5071875	175	21	191	106	208	0.7	1	1	1	1	0	255
767	ID_16	0050-2735	Red	10006	1.5634375	161.1	23.6	180	107	209	0.7	1	1	1	1	0	255
768	ID_16	0001-0675	Green	9893	1.54578125	66.1	18.3	75	26	131	0.6	2	1	1	0.9	0	255
769	ID_16	0002-0685	Green	9923	1.55046875	34.4	23.6	19	9	190	0.7	2	1	1	1	0	255
770	ID_16	0003-0740	Green	9553	1.49265625	65.1	16.7	56	26	124	0.6	2	1	1	1	0	255
771	ID_16	0004-0742	Green	9740	1.521875	140.4	24.1	160	65	192	0.7	2	1	1	1	0	255
772	ID_16	0005-0768	Green	9790	1.5296875	69	16.5	71	30	122	0.6	2	1	1	0.9	0	255
773	ID_16	0006-0916	Green	9747	1.52296875	149.4	24.5	170	69	192	0.8	2	1.1	1	1	0	255
774	ID_16	0007-0923	Green	9649	1.50765625	63.6	18.5	69	26	120	0.8	2	1	1	1	0	255
775	ID_16	0008-0949	Green	9772	1.526875	149.1	25.7	170	70	196	0.7	2	1	1	1	0	255
776	ID_16	0009-0958	Green	9790	1.5296875	33.6	23.6	18	9	119	0.7	2	1	1	1	0	255
777	ID_16	0010-0986	Green	9606	1.5009375	149.3	26.7	170	66	188	0.7	2	1	1	1	0	255
778	ID_16	0011-1090	Green	9856	1.54	72.4	17.9	82	35	127	0.8	2	1	1	1	0	255
779	ID_16	0012-1095	Green	9615	1.50234375	29.7	20	19	10	119	0.7	2	1	1	1	0	255
780	ID_16	0013-1136	Green	9775	1.52734375	66.2	16.3	53	32	120	0.8	2	1	1	1	0	255
781	ID_16	0014-1164	Green	9298	1.4528125	61.8	18.3	65	27	120	0.7	2	1	1	1	0	255
782	ID_16	0015-1180	Green	9796	1.530625	67.7	16.6	60	32	124	0.7	2	1	1	1	0	255
783	ID_16	0016-1331	Green	9584	1.4975	148.9	22	169	79	185	0.8	2	1	1	1	0	255
784	ID_16	0017-1343	Green	9926	1.5509375	153.2	21.9	173	82	193	0.7	2	1	1	1	0	255
785	ID_16	0018-1372	Green	9762	1.5253125	33.6	22.8	19	10	106	0.8	2	1.1	1	1	0	255
786	ID_16	0019-1389	Green	9647	1.50734375	32.4	22.8	19	8	116	0.7	2	1.1	0.9	1	0	255
787	ID_16	0020-1391	Green	9495	1.48359375	33.4	22.2	18	10	115	0.6	2	1	1	1	0	255
788	ID_16	0021-1547	Green	9489	1.48265625	59.6	17.2	69	26	120	0.8	2	1	1	1	0	255
789	ID_16	0022-1576	Green	9431	1.47359375	70.5	16.6	77	33	120	0.8	2	1	1	1	0	255
790	ID_16	0023-1579	Green	9443	1.47546875	65.6	17.5	70	28	117	0.7	2	1	1	1	0	255
791	ID_16	0024-1590	Green	9474	1.4803125	31.2	20	16	8	114	0.7	2	1	1	1	0	255
792	ID_16	0025-1590	Green	9288	1.45125	32.4	21.5	18	11	112	0.6	2	1	1	1	0	255
793	ID_16	0026-1777	Green	9751	1.52359375	31.5	22.5	16	9	111	0.7	2	1	1	1	0	255
794	ID_16	0027-1784	Green	9847	1.53859375	156.9	25.9	183	75	197	0.7	2	1	1	1	0	255
795	ID_16	0028-1801	Green	9453	1.47703125	27.2	18.7	15	8	118	0.6	2	1	1	1	0	255
796	ID_16	0029-1803	Green	9722	1.5190625	70	16	56	36	126	0.7	2	1	1	1	0	255
797	ID_16	0030-1839	Green	9357	1.46203125	141.8	21.9	161	75	184	0.7	2	1	1	1	0	255
798	ID_16	0031-1966	Green	9414	1.4709375	158.6	21.9	177	93	193	0.8	2	1	1	1	0	255
799	ID_16	0032-1992	Green	9777	1.52765625	155.9	24	177	85	190	0.7	2	1	1	1	0	255
800	ID_16	0033-1994	Green	9755	1.52421875	66.7	16.4	55	32	119	0.8	2	1	1	1	0	255
801	ID_16	0034-2041	Green	9520	1.4875	67	16.5	55	32	123	0.7	2	1	1	1	0	255
802	ID_16	0035-2044	Green	9717	1.51828125	69.4	18	60	34	118	0.6	2	1.1	0.9	1	0	255
803	ID_16	0036-2169	Green	9563	1.49421875	32.1	19.9	19	11	120	0.7	2	1	1	1	0	255
804	ID_16	0037-2180	Green	9772	1.526875	63.2	18.3	47	30	128	0.7	2	1	1	1	0	255
805	ID_16	0038-2231	Green	9449	1.47640625	35.8	21.6	20	13	107	0.7	2	1	1	1	0	255
806	ID_16	0039-2249	Green	9762	1.5253125	60.3	17.3	48	28	122	0.7	2	1.1	1	1	0	255
807	ID_16	0040-2257	Green	9876	1.543125	37.3	22.6	20	15	107	0.7	2	1.1	0.9	1	0	255
808	ID_16	0041-2422	Green	9612	1.501875	64.7	17.8	47	33	117	0.7	2	1	1	1	0	255
809	ID_16	0042-2461	Green	9631	1.50484375	33.5	21.3	19	12	112	0.7	2	1	1	1	0	255
810	ID_16	0043-2466	Green	9522	1.4878125	35.3	22	20	14	115	0.7	2	1	1	1	0	255
811	ID_16	0044-2478	Green	9910	1.5484375	36	23.8	19	10	107	0.7	2	1.1	0.9	1	0	255
812	ID_16	0045-2499	Green	9975	1.55859375	33.7	22.9	18	11	107	0.8	2	1.1	0.9	1	0	255
813	ID_16	0046-2701	Green	9939	1.55296875	67.7	17.1	50	39	122	0.8	2	1	1	1	0	255
814	ID_16	0047-2714	Green	9882	1.5440625	67.5	16.8	60	33	119	0.6	2	1	1	0.9	0	255
815	ID_16	0048-2715	Green	9560	1.49375	150.8	24.3	176	83	191	0.7	2	1	1	1	0	255
816	ID_16	0049-2727	Green	9646	1.5071875	145.9	21.2	163	83	188	0.7	2	1	1	1	0	255
817	ID_16	0050-2735	Green	10006	1.5634375	65.4	16.9	64	32	118	0.7	2	1	1	1	0	255
818	ID_16	0001-0675	Blue	9893	1.54578125	23.1	18.9	9	0	89	0.6	3	1	1	0.9	0	255
819	ID_16	0002-0685	Blue	9923	1.55046875	26.1	19.4	12	3	162	0.7	3	1	1	1	0	255
820	ID_16	0003-0740	Blue	9553	1.49265625	22.3	17.9	14	0	93	0.6	3	1	1	1	0	255
821	ID_16	0004-0742	Blue	9740	1.521875	26.2	16.3	19	1	87	0.7	3	1	1	1	0	255
822	ID_16	0005-0768	Blue	9790	1.5296875	24.6	18.5	16	0	91	0.6	3	1	1	0.9	0	255
823	ID_16	0006-0916	Blue	9747	1.52296875	24.3	16.3	16	0	89	0.8	3	1.1	1	1	0	255
824	ID_16	0007-0923	Blue	9649	1.50765625	22	19.1	5	0	89	0.8	3	1	1	1	0	255
825	ID_16	0008-0949	Blue	9772	1.526875	27.7	15.9	18	2	89	0.7	3	1	1	1	0	255
826	ID_16	0009-0958	Blue	9790	1.5296875	23.6	19.2	10	1	98	0.7	3	1	1	1	0	255
827	ID_16	0010-0986	Blue	9606	1.5009375	25.5	17.2	19	0	90	0.7	3	1	1	1	0	255
828	ID_16	0011-1090	Blue	9856	1.54	23.5	17.7	10	0	91	0.8	3	1	1	1	0	255
829	ID_16	0012-1095	Blue	9615	1.50234375	21.5	16.1	12	2	112	0.7	3	1	1	1	0	255
830	ID_16	0013-1136	Blue	9775	1.52734375	21	17.9	8	0	90	0.8	3	1	1	1	0	255
831	ID_16	0014-1164	Blue	9298	1.4528125	22.2	18.8	9	0	87	0.7	3	1	1	1	0	255
832	ID_16	0015-1180	Blue	9796	1.530625	23.2	18.1	10	0	92	0.7	3	1	1	1	0	255
833	ID_16	0016-1331	Blue	9584	1.4975	25.9	15.2	15	1	89	0.8	3	1	1	1	0	255
834	ID_16	0017-1343	Blue	9926	1.5509375	25.4	15.8	15	0	86	0.7	3	1	1	1	0	255
835	ID_16	0018-1372	Blue	9762	1.5253125	24.8	18.5	11	4	92	0.8	3	1.1	1	1	0	255
836	ID_16	0019-1389	Blue	9647	1.50734375	23.8	18.1	12	1	94	0.7	3	1.1	0.9	1	0	255
837	ID_16	0020-1391	Blue	9495	1.48359375	23.8	18.1	11	2	91	0.6	3	1	1	1	0	255
838	ID_16	0021-1547	Blue	9489	1.48265625	20	17.4	8	0	93	0.8	3	1	1	1	0	255
839	ID_16	0022-1576	Blue	9431	1.47359375	22.8	17.9	10	0	86	0.8	3	1	1	1	0	255
840	ID_16	0023-1579	Blue	9443	1.47546875	21.7	18.6	8	0	85	0.7	3	1	1	1	0	255
841	ID_16	0024-1590	Blue	9474	1.4803125	22.5	17.1	10	1	91	0.7	3	1	1	1	0	255
842	ID_16	0025-1590	Blue	9288	1.45125	22.3	17.9	10	3	90	0.6	3	1	1	1	0	255
843	ID_16	0026-1777	Blue	9751	1.52359375	23	18	11	4	90	0.7	3	1	1	1	0	255
844	ID_16	0027-1784	Blue	9847	1.53859375	30.2	15.9	18	4	88	0.7	3	1	1	1	0	255
845	ID_16	0028-1801	Blue	9453	1.47703125	20.2	15.7	9	2	101	0.6	3	1	1	1	0	255
846	ID_16	0029-1803	Blue	9722	1.5190625	24.1	16.5	13	0	87	0.7	3	1	1	1	0	255
847	ID_16	0030-1839	Blue	9357	1.46203125	25.3	16	14	1	87	0.7	3	1	1	1	0	255
848	ID_16	0031-1966	Blue	9414	1.4709375	27.8	14.5	17	1	82	0.8	3	1	1	1	0	255
849	ID_16	0032-1992	Blue	9777	1.52765625	26.5	14.8	17	2	81	0.7	3	1	1	1	0	255
850	ID_16	0033-1994	Blue	9755	1.52421875	22	18	8	0	89	0.8	3	1	1	1	0	255
851	ID_16	0034-2041	Blue	9520	1.4875	22.4	17.8	8	0	88	0.7	3	1	1	1	0	255
852	ID_16	0035-2044	Blue	9717	1.51828125	24.3	19	8	0	88	0.6	3	1.1	0.9	1	0	255
853	ID_16	0036-2169	Blue	9563	1.49421875	23.2	17	12	5	101	0.7	3	1	1	1	0	255
854	ID_16	0037-2180	Blue	9772	1.526875	20.9	18.6	8	0	97	0.7	3	1	1	1	0	255
855	ID_16	0038-2231	Blue	9449	1.47640625	25.3	18	13	3	89	0.7	3	1	1	1	0	255
856	ID_16	0039-2249	Blue	9762	1.5253125	21.1	18.8	6	0	85	0.7	3	1.1	1	1	0	255
857	ID_16	0040-2257	Blue	9876	1.543125	27.3	18.1	12	6	90	0.7	3	1.1	0.9	1	0	255
858	ID_16	0041-2422	Blue	9612	1.501875	22	18.1	8	0	88	0.7	3	1	1	1	0	255
859	ID_16	0042-2461	Blue	9631	1.50484375	23.4	16.7	12	0	96	0.7	3	1	1	1	0	255
860	ID_16	0043-2466	Blue	9522	1.4878125	24.7	17.8	12	5	91	0.7	3	1	1	1	0	255
861	ID_16	0044-2478	Blue	9910	1.5484375	25.8	18.8	11	4	96	0.7	3	1.1	0.9	1	0	255
862	ID_16	0045-2499	Blue	9975	1.55859375	24.6	18.3	11	5	95	0.8	3	1.1	0.9	1	0	255
863	ID_16	0046-2701	Blue	9939	1.55296875	22.6	17.9	8	0	83	0.8	3	1	1	1	0	255
864	ID_16	0047-2714	Blue	9882	1.5440625	24.7	18.7	10	0	84	0.6	3	1	1	0.9	0	255
865	ID_16	0048-2715	Blue	9560	1.49375	27.2	16.1	17	1	82	0.7	3	1	1	1	0	255
866	ID_16	0049-2727	Blue	9646	1.5071875	25.8	15.9	15	1	82	0.7	3	1	1	1	0	255
867	ID_16	0050-2735	Blue	10006	1.5634375	24.1	19.7	8	0	87	0.7	3	1	1	1	0	255
868	ID_17	0001-0523	Red	169016	26.40875	151.7	49.1	186	5	241	0.4	1	2.7	0.4	0.9	0	255
869	ID_17	0002-0581	Red	175820	27.471875	149.2	51	201	0	241	0.3	1	2.6	0.4	0.9	0	255
870	ID_17	0003-0558	Red	161190	25.1859375	148.2	47.9	140	7	243	0.3	1	2	0.5	0.9	0	255
871	ID_17	0007-1413	Red	152931	23.89546875	144.2	52.5	166	0	244	0.5	1	2.4	0.4	0.9	0	255
872	ID_17	0008-1408	Red	158193	24.71765625	149	49.1	134	0	241	0.4	1	2.3	0.4	0.9	0	255
873	ID_17	0009-1473	Red	166197	25.96828125	150	47	187	16	244	0.4	1	2.4	0.4	0.9	0	255
874	ID_17	0010-2228	Red	165885	25.91953125	146.3	49.5	133	11	238	0.3	1	2.9	0.3	0.9	0	255
875	ID_17	0011-2296	Red	147641	23.06890625	142.1	47	134	2	234	0.4	1	2.6	0.4	0.9	0	255
876	ID_17	0012-2315	Red	157998	24.6871875	142.7	47.3	135	7	244	0.4	1	2.4	0.4	0.9	0	255
877	ID_17	0001-0523	Green	169016	26.40875	107	35.9	112	2	207	0.4	2	2.7	0.4	0.9	0	255
878	ID_17	0002-0581	Green	175820	27.471875	105.6	38.9	123	1	211	0.3	2	2.6	0.4	0.9	0	255
879	ID_17	0003-0558	Green	161190	25.1859375	105.6	37.5	114	0	206	0.3	2	2	0.5	0.9	0	255
880	ID_17	0007-1413	Green	152931	23.89546875	102.9	41.7	109	0	221	0.5	2	2.4	0.4	0.9	0	255
881	ID_17	0008-1408	Green	158193	24.71765625	107.2	37.3	113	2	215	0.4	2	2.3	0.4	0.9	0	255
882	ID_17	0009-1473	Green	166197	25.96828125	107.5	35.6	115	5	208	0.4	2	2.4	0.4	0.9	0	255
883	ID_17	0010-2228	Green	165885	25.91953125	107.6	38	109	0	209	0.3	2	2.9	0.3	0.9	0	255
884	ID_17	0011-2296	Green	147641	23.06890625	103.2	37.7	110	4	207	0.4	2	2.6	0.4	0.9	0	255
885	ID_17	0012-2315	Green	157998	24.6871875	101.9	36.5	85	4	207	0.4	2	2.4	0.4	0.9	0	255
886	ID_17	0001-0523	Blue	169016	26.40875	48.7	43.4	18	0	220	0.4	3	2.7	0.4	0.9	0	255
887	ID_17	0002-0581	Blue	175820	27.471875	50.1	43.4	24	0	216	0.3	3	2.6	0.4	0.9	0	255
888	ID_17	0003-0558	Blue	161190	25.1859375	53.9	43.1	22	0	217	0.3	3	2	0.5	0.9	0	255
889	ID_17	0007-1413	Blue	152931	23.89546875	51.8	46.2	0	0	228	0.5	3	2.4	0.4	0.9	0	255
890	ID_17	0008-1408	Blue	158193	24.71765625	49.6	42.2	20	0	230	0.4	3	2.3	0.4	0.9	0	255
891	ID_17	0009-1473	Blue	166197	25.96828125	50.6	45.4	17	0	221	0.4	3	2.4	0.4	0.9	0	255
892	ID_17	0010-2228	Blue	165885	25.91953125	54.3	42.6	21	0	203	0.3	3	2.9	0.3	0.9	0	255
893	ID_17	0011-2296	Blue	147641	23.06890625	52.3	45.2	22	0	206	0.4	3	2.6	0.4	0.9	0	255
894	ID_17	0012-2315	Blue	157998	24.6871875	52.6	44.7	18	0	221	0.4	3	2.4	0.4	0.9	0	255
895	ID_18	0001-0935	Red	13796	2.155625	48.1	14.7	43	29	116	0.8	1	1.2	0.8	1	0	255
896	ID_18	0002-0932	Red	8494	1.3271875	48.4	17	43	27	118	0.8	1	1.3	0.8	1	0	255
897	ID_18	0003-0932	Red	8798	1.3746875	53.4	16.5	54	18	115	0.8	1	1.2	0.8	1	0	255
898	ID_18	0004-0948	Red	13743	2.14734375	46.8	15.3	36	13	116	0.7	1	1.3	0.8	1	0	255
899	ID_18	0005-1198	Red	9495	1.48359375	46.2	15.5	36	27	113	0.7	1	1.2	0.8	1	0	255
900	ID_18	0006-1197	Red	8129	1.27015625	45.9	15.7	36	29	113	0.8	1	1.3	0.8	1	0	255
901	ID_18	0007-1208	Red	7744	1.21	48.8	15.4	39	30	112	0.8	1	1.5	0.7	1	0	255
902	ID_18	0008-1215	Red	8916	1.393125	48.8	17.6	43	25	113	0.8	1	1.3	0.8	1	0	255
903	ID_18	0009-1525	Red	11978	1.8715625	49.4	16.1	42	17	112	0.8	1	1.1	0.9	1	0	255
904	ID_18	0010-1522	Red	10683	1.66921875	46.1	14.8	37	12	112	0.8	1	1.1	0.9	1	0	255
905	ID_18	0011-1548	Red	9140	1.428125	49.9	14.1	44	30	112	0.8	1	1.4	0.7	1	0	255
906	ID_18	0012-1554	Red	9389	1.46703125	47	16.7	42	27	112	0.7	1	1.6	0.6	1	0	255
907	ID_18	0013-1830	Red	8679	1.35609375	48.7	14.5	36	29	115	0.8	1	1.7	0.6	1	0	255
908	ID_18	0014-1835	Red	8809	1.37640625	34.9	19.2	16	12	111	0.8	1	1.1	0.9	1	0	255
909	ID_18	0015-1835	Red	6155	0.96171875	51.5	16	41	31	112	0.8	1	1.4	0.7	1	0	255
910	ID_18	0016-1868	Red	7823	1.22234375	46.6	15.5	41	26	112	0.9	1	1.2	0.8	1	0	255
911	ID_18	0001-0935	Green	13796	2.155625	28.6	13.6	23	13	93	0.8	2	1.2	0.8	1	0	255
912	ID_18	0002-0932	Green	8494	1.3271875	29.4	15.6	20	12	91	0.8	2	1.3	0.8	1	0	255
913	ID_18	0003-0932	Green	8798	1.3746875	33.1	15	32	11	91	0.8	2	1.2	0.8	1	0	255
914	ID_18	0004-0948	Green	13743	2.14734375	27.7	13.7	18	5	91	0.7	2	1.3	0.8	1	0	255
915	ID_18	0005-1198	Green	9495	1.48359375	27.5	14.8	19	11	97	0.7	2	1.2	0.8	1	0	255
916	ID_18	0006-1197	Green	8129	1.27015625	27.6	15.1	19	13	90	0.8	2	1.3	0.8	1	0	255
917	ID_18	0007-1208	Green	7744	1.21	29.5	14.7	22	13	90	0.8	2	1.5	0.7	1	0	255
918	ID_18	0008-1215	Green	8916	1.393125	29.9	16.3	17	13	93	0.8	2	1.3	0.8	1	0	255
919	ID_18	0009-1525	Green	11978	1.8715625	30.7	15.2	19	8	89	0.8	2	1.1	0.9	1	0	255
920	ID_18	0010-1522	Green	10683	1.66921875	27.6	14.4	19	7	94	0.8	2	1.1	0.9	1	0	255
921	ID_18	0011-1548	Green	9140	1.428125	30.4	13.2	23	15	89	0.8	2	1.4	0.7	1	0	255
922	ID_18	0012-1554	Green	9389	1.46703125	29.2	15.9	18	12	91	0.7	2	1.6	0.6	1	0	255
923	ID_18	0013-1830	Green	8679	1.35609375	30	13.5	19	14	89	0.8	2	1.7	0.6	1	0	255
924	ID_18	0014-1835	Green	8809	1.37640625	23.2	15.5	19	7	90	0.8	2	1.1	0.9	1	0	255
925	ID_18	0015-1835	Green	6155	0.96171875	32.4	15.4	23	14	89	0.8	2	1.4	0.7	1	0	255
926	ID_18	0016-1868	Green	7823	1.22234375	29.2	14.6	22	13	92	0.9	2	1.2	0.8	1	0	255
927	ID_18	0001-0935	Blue	13796	2.155625	19.2	11.2	13	5	80	0.8	3	1.2	0.8	1	0	255
928	ID_18	0002-0932	Blue	8494	1.3271875	20	12.5	13	5	78	0.8	3	1.3	0.8	1	0	255
929	ID_18	0003-0932	Blue	8798	1.3746875	22.4	12.1	13	5	81	0.8	3	1.2	0.8	1	0	255
930	ID_18	0004-0948	Blue	13743	2.14734375	18.9	11.5	11	0	81	0.7	3	1.3	0.8	1	0	255
931	ID_18	0005-1198	Blue	9495	1.48359375	18.1	11.7	11	4	78	0.7	3	1.2	0.8	1	0	255
932	ID_18	0006-1197	Blue	8129	1.27015625	17.7	12	11	5	74	0.8	3	1.3	0.8	1	0	255
933	ID_18	0007-1208	Blue	7744	1.21	19.9	11.8	13	6	75	0.8	3	1.5	0.7	1	0	255
934	ID_18	0008-1215	Blue	8916	1.393125	20.3	13.2	11	5	76	0.8	3	1.3	0.8	1	0	255
935	ID_18	0009-1525	Blue	11978	1.8715625	20.6	12.5	12	1	76	0.8	3	1.1	0.9	1	0	255
936	ID_18	0010-1522	Blue	10683	1.66921875	18	11.4	12	0	72	0.8	3	1.1	0.9	1	0	255
937	ID_18	0011-1548	Blue	9140	1.428125	20.4	11.6	13	2	75	0.8	3	1.4	0.7	1	0	255
